id,order_id,customer_id,channel_id,store_id,product_id,order_date_id,quantity,unit_price,discount_amount,line_total
5000000107,1000000076,127,1,-1,1,301,2,12000.0,480.0,23520.0
5000000108,1000000077,874,2,1,1,579,2,12000.0,480.0,23520.0
5000000109,1000000078,814,1,-1,2,615,1,15000.0,750.0,14250.0
5000000110,1000000078,814,1,-1,1,615,2,13200.0,0.0,26400.0
5000000111,1000000079,1189,1,-1,1,865,1,10800.0,0.0,10800.0
5000000112,1000000079,1189,1,-1,1,865,2,12000.0,2400.0,21600.0
5000000113,1000000080,584,1,-1,2,556,1,15000.0,300.0,14700.0
5000000114,1000000081,1433,1,-1,1,639,2,12000.0,1200.0,22800.0
5000000115,1000000081,1433,1,-1,2,639,2,15000.0,0.0,30000.0
5000000116,1000000082,670,1,-1,1,870,3,12000.0,1800.0,34200.0
5000000117,1000000083,464,1,-1,2,281,1,16500.0,0.0,16500.0
5000000118,1000000083,464,1,-1,1,281,2,12000.0,2400.0,21600.0
5000000119,1000000084,535,1,-1,2,570,1,15000.0,0.0,15000.0
5000000120,1000000085,655,1,-1,1,666,1,12600.0,252.0,12348.0
5000000121,1000000086,833,1,-1,1,836,1,12000.0,1200.0,10800.0
5000000122,1000000087,490,1,-1,1,588,1,12000.0,600.0,11400.0
5000000123,1000000088,360,1,-1,2,274,2,15000.0,600.0,29400.0
5000000124,1000000088,360,1,-1,2,274,2,15000.0,3000.0,27000.0
5000000125,1000000089,1227,1,-1,2,775,1,15000.0,750.0,14250.0
5000000126,1000000090,624,1,-1,1,267,2,12000.0,0.0,24000.0
5000000127,1000000090,624,1,-1,2,267,1,13500.0,675.0,12825.0
5000000128,1000000091,228,1,-1,2,288,3,15750.0,2362.5,44887.5
5000000129,1000000091,228,1,-1,2,288,3,15750.0,945.0,46305.0
5000000130,1000000092,770,1,-1,2,405,2,15000.0,0.0,30000.0
5000000131,1000000093,54,2,2,2,559,3,15000.0,0.0,45000.0
5000000132,1000000093,54,2,2,1,559,2,12000.0,0.0,24000.0
5000000133,1000000093,54,2,2,2,559,1,16500.0,825.0,15675.0
5000000134,1000000094,1006,2,4,1,602,3,12000.0,1800.0,34200.0
5000000135,1000000094,1006,2,4,2,602,3,13500.0,0.0,40500.0
5000000136,1000000095,247,1,-1,2,874,3,16500.0,990.0,48510.0
5000000137,1000000096,1127,2,3,1,749,3,12000.0,720.0,35280.0
5000000138,1000000097,757,2,2,2,404,1,15750.0,315.0,15435.0
5000000139,1000000098,520,1,-1,1,622,3,12600.0,1890.0,35910.0
5000000140,1000000099,258,1,-1,1,298,1,12000.0,0.0,12000.0
5000000141,1000000100,467,1,-1,1,452,1,10800.0,0.0,10800.0
5000000142,1000000100,467,1,-1,1,452,1,12600.0,252.0,12348.0
5000000143,1000000101,3,1,-1,1,330,3,12000.0,0.0,36000.0
5000000144,1000000102,334,1,-1,1,564,3,12000.0,720.0,35280.0
5000000145,1000000103,802,2,3,1,325,3,10800.0,1620.0,30780.0
5000000146,1000000104,999,1,-1,2,323,2,15000.0,0.0,30000.0
5000000147,1000000105,176,1,-1,1,373,2,12000.0,2400.0,21600.0
5000000148,1000000106,801,1,-1,2,645,1,15000.0,0.0,15000.0
5000000149,1000000107,1113,1,-1,1,383,3,12600.0,3780.0,34020.0
5000000150,1000000108,810,2,4,2,791,3,15750.0,945.0,46305.0
5000000151,1000000109,581,2,4,1,353,2,12000.0,2400.0,21600.0
5000000152,1000000109,581,2,4,1,353,1,12000.0,600.0,11400.0
5000000153,1000000110,1284,2,2,1,761,2,12000.0,480.0,23520.0
5000000154,1000000110,1284,2,2,2,761,3,16500.0,4950.0,44550.0
5000000155,1000000111,1333,1,-1,2,595,1,15750.0,315.0,15435.0
5000000156,1000000112,24,2,2,1,665,3,12600.0,3780.0,34020.0
5000000157,1000000112,24,2,2,2,665,3,15000.0,2250.0,42750.0
5000000158,1000000113,1222,2,1,1,261,1,13200.0,264.0,12936.0
5000000159,1000000114,63,2,1,1,501,1,10800.0,1080.0,9720.0
5000000160,1000000115,1078,1,-1,1,290,2,12000.0,2400.0,21600.0
5000000161,1000000116,1091,1,-1,1,423,3,13200.0,0.0,39600.0
5000000162,1000000117,524,1,-1,1,625,2,12000.0,0.0,24000.0
5000000163,1000000118,1229,1,-1,1,834,3,13200.0,792.0,38808.0
5000000164,1000000119,458,2,4,2,803,1,15000.0,300.0,14700.0
5000000165,1000000120,68,1,-1,1,349,1,12000.0,240.0,11760.0
5000000166,1000000121,959,2,4,1,595,3,13200.0,1980.0,37620.0
5000000167,1000000122,356,2,1,1,848,3,12000.0,0.0,36000.0
5000000168,1000000123,530,1,-1,2,781,1,15000.0,300.0,14700.0
5000000169,1000000124,1420,1,-1,1,277,1,10800.0,216.0,10584.0
5000000170,1000000124,1420,1,-1,2,277,3,15000.0,900.0,44100.0
5000000171,1000000125,279,2,3,2,431,3,15000.0,4500.0,40500.0
5000000172,1000000125,279,2,3,1,431,1,12000.0,1200.0,10800.0
5000000173,1000000126,779,2,3,2,404,1,15000.0,0.0,15000.0
5000000174,1000000127,1383,1,-1,2,299,2,15000.0,1500.0,28500.0
5000000175,1000000127,1383,1,-1,2,299,2,15750.0,3150.0,28350.0
5000000176,1000000128,1189,1,-1,1,716,1,10800.0,1080.0,9720.0
5000000177,1000000128,1189,1,-1,2,716,3,15000.0,4500.0,40500.0
5000000178,1000000128,1189,1,-1,1,716,3,12000.0,3600.0,32400.0
5000000179,1000000129,1016,1,-1,1,866,3,12000.0,720.0,35280.0
5000000180,1000000129,1016,1,-1,2,866,2,15000.0,3000.0,27000.0
5000000181,1000000130,595,2,3,2,747,1,13500.0,1350.0,12150.0
5000000182,1000000131,902,2,4,1,265,3,13200.0,0.0,39600.0
5000000183,1000000132,317,1,-1,2,448,2,13500.0,540.0,26460.0
5000000184,1000000133,1229,2,2,2,406,1,15000.0,0.0,15000.0
5000000185,1000000134,279,2,3,1,246,3,12000.0,720.0,35280.0
5000000186,1000000134,279,2,3,2,246,2,15000.0,3000.0,27000.0
5000000187,1000000135,1498,2,4,1,391,1,12000.0,600.0,11400.0
5000000188,1000000135,1498,2,4,1,391,2,10800.0,0.0,21600.0
5000000189,1000000136,140,1,-1,2,626,2,15000.0,1500.0,28500.0
5000000190,1000000137,1115,1,-1,1,560,1,12000.0,240.0,11760.0
5000000191,1000000138,1240,1,-1,1,243,3,12000.0,1800.0,34200.0
5000000192,1000000139,590,1,-1,2,337,1,15000.0,1500.0,13500.0
5000000193,1000000140,645,2,3,2,654,1,13500.0,270.0,13230.0
5000000194,1000000141,545,2,1,1,575,1,13200.0,1320.0,11880.0
5000000195,1000000142,1208,1,-1,2,782,1,15000.0,750.0,14250.0
5000000196,1000000142,1208,1,-1,1,782,1,13200.0,264.0,12936.0
5000000197,1000000142,1208,1,-1,1,782,2,12000.0,480.0,23520.0
5000000198,1000000143,551,2,1,1,398,3,12000.0,1800.0,34200.0
5000000199,1000000143,551,2,1,1,398,3,12000.0,3600.0,32400.0
5000000200,1000000144,569,2,1,2,280,2,16500.0,3300.0,29700.0
5000000201,1000000145,1305,1,-1,2,806,2,15000.0,0.0,30000.0
5000000202,1000000146,280,1,-1,2,366,3,15750.0,2362.5,44887.5
5000000203,1000000146,280,1,-1,1,366,3,12600.0,0.0,37800.0
5000000204,1000000147,1338,1,-1,2,582,2,16500.0,660.0,32340.0
5000000205,1000000147,1338,1,-1,2,582,2,15000.0,3000.0,27000.0
5000000206,1000000148,84,1,-1,1,778,3,12000.0,720.0,35280.0
5000000207,1000000149,655,1,-1,2,627,1,15000.0,1500.0,13500.0
5000000208,1000000150,513,2,4,2,756,2,16500.0,660.0,32340.0
5000000209,1000000151,884,2,3,1,347,3,12000.0,720.0,35280.0
5000000210,1000000152,385,2,2,1,248,1,10800.0,1080.0,9720.0
5000000211,1000000153,723,2,2,1,767,1,12000.0,1200.0,10800.0
5000000212,1000000154,110,2,1,2,423,3,15750.0,4725.0,42525.0
5000000213,1000000155,1197,1,-1,1,283,1,12000.0,0.0,12000.0
5000000214,1000000156,833,2,2,2,543,3,15000.0,2250.0,42750.0
5000000215,1000000157,371,2,3,1,632,1,12000.0,0.0,12000.0
5000000216,1000000157,371,2,3,2,632,3,15750.0,0.0,47250.0
5000000217,1000000158,905,2,1,2,355,2,15000.0,0.0,30000.0
5000000218,1000000159,389,1,-1,1,436,1,12600.0,252.0,12348.0
5000000219,1000000160,1299,2,4,2,405,2,15000.0,600.0,29400.0
5000000220,1000000161,725,1,-1,2,535,3,15000.0,0.0,45000.0
5000000221,1000000162,645,2,4,1,818,2,12000.0,1200.0,22800.0
5000000222,1000000163,584,1,-1,1,295,2,10800.0,0.0,21600.0
5000000223,1000000164,436,1,-1,1,659,3,12000.0,0.0,36000.0
5000000224,1000000164,436,1,-1,2,659,2,15000.0,3000.0,27000.0
5000000225,1000000165,293,1,-1,1,845,2,12000.0,480.0,23520.0
5000000226,1000000166,1065,1,-1,2,814,1,15000.0,1500.0,13500.0
5000000227,1000000166,1065,1,-1,2,814,2,15750.0,1575.0,29925.0
5000000228,1000000167,1234,1,-1,2,624,1,13500.0,675.0,12825.0
5000000229,1000000167,1234,1,-1,1,624,1,10800.0,540.0,10260.0
5000000230,1000000167,1234,1,-1,1,624,2,12000.0,0.0,24000.0
5000000231,1000000168,400,1,-1,2,297,3,13500.0,0.0,40500.0
5000000232,1000000169,251,1,-1,1,430,1,12000.0,1200.0,10800.0
5000000233,1000000170,764,2,4,2,329,2,15000.0,0.0,30000.0
5000000234,1000000171,1490,1,-1,1,664,1,12000.0,240.0,11760.0
5000000235,1000000172,181,1,-1,1,368,2,12000.0,1200.0,22800.0
5000000236,1000000173,693,1,-1,2,773,2,15750.0,0.0,31500.0
5000000237,1000000174,672,2,2,1,491,1,12000.0,240.0,11760.0
5000000238,1000000175,786,1,-1,1,392,1,12000.0,0.0,12000.0
5000000239,1000000176,1347,2,2,2,662,1,16500.0,1650.0,14850.0
5000000240,1000000177,628,1,-1,2,568,1,13500.0,675.0,12825.0
5000000241,1000000178,1485,2,2,2,729,1,15000.0,1500.0,13500.0
5000000242,1000000179,805,1,-1,2,830,3,15000.0,900.0,44100.0
5000000243,1000000179,805,1,-1,2,830,2,15000.0,1500.0,28500.0
5000000244,1000000180,445,1,-1,1,382,2,12600.0,0.0,25200.0
5000000245,1000000181,560,1,-1,1,557,2,12000.0,480.0,23520.0
5000000246,1000000182,403,1,-1,1,492,2,13200.0,1320.0,25080.0
5000000247,1000000183,693,2,1,2,540,2,13500.0,0.0,27000.0
5000000248,1000000184,274,2,2,2,737,1,15000.0,1500.0,13500.0
5000000249,1000000185,804,1,-1,1,440,3,12600.0,756.0,37044.0
5000000250,1000000185,804,1,-1,1,440,2,12000.0,1200.0,22800.0
5000000251,1000000186,1495,1,-1,1,452,1,12000.0,600.0,11400.0
5000000252,1000000187,48,2,1,1,649,3,12000.0,3600.0,32400.0
5000000253,1000000188,661,2,3,2,841,2,15000.0,3000.0,27000.0
5000000254,1000000189,984,1,-1,1,363,3,12600.0,756.0,37044.0
5000000255,1000000190,1384,1,-1,1,397,1,12000.0,240.0,11760.0
5000000256,1000000191,788,1,-1,2,865,3,15000.0,4500.0,40500.0
5000000257,1000000191,788,1,-1,1,865,1,12000.0,1200.0,10800.0
5000000258,1000000191,788,1,-1,1,865,3,12600.0,756.0,37044.0
5000000259,1000000192,456,2,2,1,308,1,12000.0,0.0,12000.0
5000000260,1000000193,427,1,-1,1,286,3,12000.0,3600.0,32400.0
5000000261,1000000194,866,1,-1,1,862,1,12000.0,1200.0,10800.0
5000000262,1000000194,866,1,-1,1,862,3,12000.0,1800.0,34200.0
5000000263,1000000195,371,1,-1,2,665,1,15000.0,1500.0,13500.0
5000000264,1000000195,371,1,-1,2,665,2,16500.0,660.0,32340.0
5000000265,1000000196,1000,1,-1,2,832,2,15000.0,0.0,30000.0
5000000266,1000000197,1404,1,-1,1,340,1,12000.0,1200.0,10800.0
5000000267,1000000198,1159,1,-1,1,274,3,10800.0,3240.0,29160.0
5000000268,1000000199,1040,1,-1,1,684,2,13200.0,0.0,26400.0
5000000269,1000000199,1040,1,-1,1,684,2,12000.0,2400.0,21600.0
5000000270,1000000200,464,1,-1,1,509,1,12000.0,1200.0,10800.0
5000000271,1000000200,464,1,-1,1,509,1,12000.0,1200.0,10800.0
5000000272,1000000201,166,1,-1,1,561,1,12600.0,0.0,12600.0
5000000273,1000000201,166,1,-1,2,561,2,15750.0,3150.0,28350.0
5000000274,1000000202,1056,2,3,1,692,3,12000.0,0.0,36000.0
5000000275,1000000203,925,2,3,1,562,3,12000.0,3600.0,32400.0
5000000276,1000000204,488,1,-1,2,633,1,15000.0,1500.0,13500.0
5000000277,1000000204,488,1,-1,2,633,2,15000.0,3000.0,27000.0
5000000278,1000000205,903,1,-1,2,514,1,15000.0,300.0,14700.0
5000000279,1000000206,70,1,-1,1,813,2,12000.0,480.0,23520.0
5000000280,1000000207,1459,1,-1,1,733,1,12600.0,252.0,12348.0
5000000281,1000000208,500,2,2,2,707,3,16500.0,4950.0,44550.0
5000000282,1000000209,361,1,-1,1,699,2,12600.0,0.0,25200.0
5000000283,1000000210,476,1,-1,2,685,1,15000.0,1500.0,13500.0
5000000284,1000000211,1400,2,1,1,806,3,12000.0,720.0,35280.0
5000000285,1000000211,1400,2,1,2,806,2,15750.0,0.0,31500.0
5000000286,1000000212,945,1,-1,1,655,1,12000.0,240.0,11760.0
5000000287,1000000213,1443,1,-1,2,347,1,15750.0,0.0,15750.0
5000000288,1000000214,1430,1,-1,1,441,2,12600.0,2520.0,22680.0
5000000289,1000000215,1330,1,-1,2,269,3,13500.0,2025.0,38475.0
5000000290,1000000215,1330,1,-1,1,269,1,13200.0,660.0,12540.0
5000000291,1000000216,274,1,-1,2,736,1,16500.0,825.0,15675.0
5000000292,1000000217,1251,2,2,2,336,1,15750.0,787.5,14962.5
5000000293,1000000217,1251,2,2,2,336,3,15000.0,0.0,45000.0
5000000294,1000000218,176,1,-1,1,426,1,10800.0,540.0,10260.0
5000000295,1000000218,176,1,-1,1,426,2,12000.0,2400.0,21600.0
5000000296,1000000219,42,2,2,1,404,1,12000.0,1200.0,10800.0
5000000297,1000000219,42,2,2,1,404,3,12000.0,1800.0,34200.0
5000000298,1000000220,582,1,-1,1,870,1,12000.0,600.0,11400.0
5000000299,1000000221,4,2,1,1,733,2,12000.0,480.0,23520.0
5000000300,1000000222,569,2,2,1,483,2,12000.0,2400.0,21600.0
5000000301,1000000223,157,2,1,1,599,2,12600.0,2520.0,22680.0
5000000302,1000000224,649,1,-1,2,687,3,15000.0,4500.0,40500.0
5000000303,1000000225,1230,1,-1,1,823,3,12600.0,3780.0,34020.0
5000000304,1000000226,197,1,-1,1,438,3,10800.0,3240.0,29160.0
5000000305,1000000227,731,1,-1,1,439,3,12000.0,720.0,35280.0
5000000306,1000000228,506,1,-1,1,692,3,12000.0,720.0,35280.0
5000000307,1000000229,751,2,2,2,706,1,15000.0,1500.0,13500.0
5000000308,1000000230,485,1,-1,1,604,3,12000.0,3600.0,32400.0
5000000309,1000000231,823,1,-1,2,400,3,15750.0,0.0,47250.0
5000000310,1000000232,680,1,-1,1,658,1,13200.0,264.0,12936.0
5000000311,1000000232,680,1,-1,1,658,2,12000.0,0.0,24000.0
5000000312,1000000233,417,1,-1,2,564,1,15000.0,0.0,15000.0
5000000313,1000000234,677,1,-1,1,754,2,12000.0,480.0,23520.0
5000000314,1000000235,1327,2,2,1,516,2,12000.0,2400.0,21600.0
5000000315,1000000236,593,2,1,1,610,1,12000.0,0.0,12000.0
5000000316,1000000236,593,2,1,1,610,1,12000.0,0.0,12000.0
5000000317,1000000237,606,2,1,1,559,3,12000.0,0.0,36000.0
5000000318,1000000238,137,2,2,1,687,2,10800.0,432.0,21168.0
5000000319,1000000239,487,1,-1,1,291,1,12600.0,630.0,11970.0
5000000320,1000000239,487,1,-1,2,291,3,13500.0,810.0,39690.0
5000000321,1000000240,909,1,-1,2,534,2,15000.0,3000.0,27000.0
5000000322,1000000240,909,1,-1,1,534,1,12000.0,0.0,12000.0
5000000323,1000000241,179,2,1,2,525,2,15000.0,3000.0,27000.0
5000000324,1000000241,179,2,1,1,525,3,12000.0,3600.0,32400.0
5000000325,1000000242,183,1,-1,1,833,3,12600.0,756.0,37044.0
5000000326,1000000243,536,1,-1,2,765,1,16500.0,0.0,16500.0
5000000327,1000000244,1341,2,1,1,497,2,10800.0,1080.0,20520.0
5000000328,1000000245,378,2,1,2,734,1,15000.0,300.0,14700.0
5000000329,1000000245,378,2,1,2,734,2,13500.0,1350.0,25650.0
5000000330,1000000246,548,1,-1,1,876,3,12000.0,0.0,36000.0
5000000331,1000000246,548,1,-1,2,876,2,13500.0,1350.0,25650.0
5000000332,1000000247,757,1,-1,2,577,1,15750.0,315.0,15435.0
5000000333,1000000248,522,2,4,1,540,1,12000.0,1200.0,10800.0
5000000334,1000000249,1384,2,3,1,350,3,13200.0,0.0,39600.0
5000000335,1000000250,473,1,-1,2,505,3,15750.0,4725.0,42525.0
5000000336,1000000251,1316,2,3,1,315,3,12000.0,1800.0,34200.0
5000000337,1000000252,1356,2,1,2,302,3,15000.0,900.0,44100.0
5000000338,1000000253,266,1,-1,1,719,2,12600.0,504.0,24696.0
5000000339,1000000253,266,1,-1,1,719,2,12000.0,2400.0,21600.0
5000000340,1000000254,1359,2,2,1,527,2,10800.0,432.0,21168.0
5000000341,1000000255,843,1,-1,2,466,1,15000.0,300.0,14700.0
5000000342,1000000256,599,1,-1,1,515,2,12000.0,480.0,23520.0
5000000343,1000000257,1048,2,1,2,756,2,15000.0,600.0,29400.0
5000000344,1000000257,1048,2,1,2,756,2,15000.0,1500.0,28500.0
5000000345,1000000258,319,1,-1,2,601,2,15000.0,1500.0,28500.0
5000000346,1000000259,846,1,-1,1,853,2,13200.0,528.0,25872.0
5000000347,1000000260,1491,1,-1,2,587,2,16500.0,0.0,33000.0
5000000348,1000000261,79,1,-1,1,832,2,12000.0,0.0,24000.0
5000000349,1000000262,748,1,-1,1,563,3,12000.0,720.0,35280.0
5000000350,1000000263,537,1,-1,2,606,3,15000.0,4500.0,40500.0
5000000351,1000000264,303,2,2,1,837,1,12600.0,1260.0,11340.0
5000000352,1000000264,303,2,2,2,837,3,15750.0,945.0,46305.0
5000000353,1000000265,1065,1,-1,1,358,3,13200.0,0.0,39600.0
5000000354,1000000265,1065,1,-1,1,358,1,13200.0,264.0,12936.0
5000000355,1000000266,606,1,-1,1,733,2,12000.0,480.0,23520.0
5000000356,1000000266,606,1,-1,2,733,1,16500.0,825.0,15675.0
5000000357,1000000267,553,1,-1,2,300,2,15000.0,3000.0,27000.0
5000000358,1000000268,656,1,-1,1,679,1,12000.0,600.0,11400.0
5000000359,1000000269,786,1,-1,2,527,3,15750.0,945.0,46305.0
5000000360,1000000269,786,1,-1,1,527,2,12000.0,1200.0,22800.0
5000000361,1000000270,663,2,1,1,287,1,12000.0,240.0,11760.0
5000000362,1000000271,833,1,-1,1,283,3,12000.0,720.0,35280.0
5000000363,1000000271,833,1,-1,1,283,3,12000.0,0.0,36000.0
5000000364,1000000272,844,1,-1,1,539,2,13200.0,0.0,26400.0
5000000365,1000000273,720,1,-1,1,301,3,12000.0,720.0,35280.0
5000000366,1000000274,169,2,1,1,512,2,12000.0,0.0,24000.0
5000000367,1000000274,169,2,1,2,512,3,13500.0,810.0,39690.0
5000000368,1000000275,969,1,-1,1,413,1,12000.0,1200.0,10800.0
5000000369,1000000275,969,1,-1,1,413,1,12000.0,1200.0,10800.0
5000000370,1000000276,268,2,4,1,752,2,12000.0,0.0,24000.0
5000000371,1000000277,122,2,1,2,528,2,15000.0,0.0,30000.0
