id,customer_id,billing_address_id,channel_id,store_id,method,status_payment,amount,paid_at_date_id,paid_at_time,transaction_ref
7000000111,1333,3898,1,-1,GATEWAY,PAID,19876.35,596.0,16:47:41,TX-LLQCAQ4XRN0T
7000000112,24,1802,2,2,CASH,PAID,92891.7,667.0,12:43:31,TX-MH4GBLCKUHYD
7000000113,1222,2891,2,1,CARD,FAILED,15652.56,,00:00:00,
7000000114,63,3176,2,1,TRANSFER,PAID,11761.2,503.0,23:06:28,TX-42Q8BZ53GWTF
7000000115,1078,3860,1,-1,CARD,REFUNDED,27636.0,290.0,21:47:44,TX-PLUI46HDV8I9
7000000116,1091,3783,1,-1,CARD,PAID,49116.0,426.0,03:24:47,TX-FCJTQEJPPTTX
7000000117,524,4169,1,-1,CARD,PAID,30240.0,626.0,07:11:52,TX-AKHIN8QKBR9F
7000000118,1229,2454,1,-1,CARD,PAID,47857.68,836.0,15:04:32,TX-5HRXEHTTUWX2
7000000119,458,3841,2,4,CARD,PAID,17787.0,803.0,17:54:38,TX-IWD52SW6D9WI
7000000120,68,2462,1,-1,CARD,PAID,14229.6,352.0,02:41:14,TX-ILPQFBQW1HUK
7000000121,959,3702,2,4,TRANSFER,PAID,45520.2,595.0,23:03:44,TX-921BB2YAJ1WR
7000000122,356,4163,2,1,CASH,PAID,43560.0,848.0,17:57:49,TX-89TOCP8FP1K8
7000000123,530,2280,1,-1,CARD,FAILED,18987.0,,00:00:00,
7000000124,1420,2264,1,-1,GATEWAY,PAID,67367.64,277.0,20:15:32,TX-1XC2I92PV07U
7000000125,279,1950,2,3,TRANSFER,PAID,62073.0,433.0,21:16:06,TX-CII1J0F53QB3
7000000126,779,1202,2,3,CASH,PAID,18150.0,404.0,11:24:10,TX-E46XAAD0XH2M
7000000127,1383,4137,1,-1,CARD,PAID,69988.5,300.0,05:19:21,TX-3DYYWZL0OZT4
7000000128,1189,1881,1,-1,CARD,FAILED,101470.2,,00:00:00,
7000000129,1016,2991,1,-1,CARD,PAID,76858.8,869.0,11:24:46,TX-RRK6UJVBP3BA
7000000130,595,1160,2,3,CASH,PAID,14701.5,749.0,01:27:57,TX-J90VB1C4W9I4
7000000131,902,3016,2,4,CASH,PAID,47916.0,265.0,19:24:41,TX-Y1HNXIYYVIWS
7000000132,317,3597,1,-1,CARD,PAID,33216.6,450.0,03:23:51,TX-M2V0MW405G00
7000000133,1229,-1,2,2,TRANSFER,PAID,18150.0,408.0,02:46:34,TX-Z1JB0OXDFNS8
7000000134,279,1059,2,3,CASH,PAID,75358.8,248.0,22:05:46,TX-98P7PRJHHZH1
7000000135,1498,3605,2,4,CASH,PAID,39930.0,393.0,16:35:31,TX-1CGWJ9S8U287
7000000136,140,3022,1,-1,CARD,PAID,34485.0,628.0,18:30:04,TX-BW4Q46DERG87
7000000137,1115,1458,1,-1,GATEWAY,PAID,14229.6,563.0,18:46:06,TX-V1KGVXLOBICL
7000000138,1240,2473,1,-1,CARD,PAID,42882.0,246.0,06:23:39,TX-PXS2LYM9VUDM
7000000139,590,2324,1,-1,CARD,PAID,17535.0,339.0,09:11:09,TX-6FRNX7VHUKP5
7000000140,645,2874,2,3,CASH,PAID,16008.3,657.0,04:56:48,TX-KDQIUT6HRCFU
7000000141,545,3473,2,1,TRANSFER,REFUNDED,14374.8,578.0,06:24:24,TX-TJABWHM24N2G
7000000142,1208,4060,1,-1,CARD,REFUNDED,62854.26,783.0,21:32:09,TX-ATMX5MVNFKMN
7000000143,551,2109,2,1,CARD,PAID,80586.0,400.0,09:59:40,TX-523ARBBR7DKI
7000000144,569,1210,2,1,CARD,FAILED,35937.0,,00:00:00,
7000000145,1305,-1,1,-1,GATEWAY,PAID,37800.0,808.0,05:47:44,TX-30JNSPSKTRCG
7000000146,280,1190,1,-1,CARD,PAID,100951.88,366.0,19:52:36,TX-XAZ8J2P7RN3J
7000000147,1338,-1,1,-1,CARD,PAID,72701.4,583.0,14:23:08,TX-AY74FPLLGRCU
7000000148,84,1588,1,-1,CARD,PAID,43888.8,781.0,08:11:01,TX-FO8HBF5JCDZ9
7000000149,655,1077,1,-1,GATEWAY,PAID,17235.0,629.0,19:14:19,TX-Q8HCQUTXQ7XL
7000000150,513,4045,2,4,CARD,PAID,39131.4,757.0,14:20:50,TX-16PJPVWP8VO5
7000000151,884,1845,2,3,CARD,PAID,42688.8,348.0,00:06:04,TX-D5E93RC1Y9LZ
7000000152,385,2549,2,2,CARD,PAID,11761.2,249.0,12:18:03,TX-60N330PGBOPH
7000000153,723,1748,2,2,CARD,FAILED,13068.0,,00:00:00,
7000000154,110,3109,2,1,CASH,PAID,51455.25,424.0,10:02:42,TX-C5TG8BKA8V0I
7000000155,1197,3704,1,-1,CARD,PAID,15420.0,283.0,02:38:46,TX-QDUILY7E5RXR
7000000156,833,2190,2,2,CASH,PAID,51727.5,543.0,22:18:07,TX-38M7D53IIBFW
7000000157,371,2181,2,3,TRANSFER,FAILED,71692.5,,00:00:00,
7000000158,905,2803,2,1,CARD,PAID,36300.0,356.0,10:37:56,TX-2D7GG3Z4ZLDA
7000000159,389,4176,1,-1,CARD,PAID,16141.08,436.0,07:58:24,TX-WQF78OSLQBW6
7000000160,1299,-1,2,4,TRANSFER,PAID,35574.0,406.0,23:29:35,TX-OTEFX8XIJPHG
7000000161,725,-1,1,-1,GATEWAY,PAID,55350.0,536.0,19:31:01,TX-ELH913SD09OY
7000000162,645,1157,2,4,CARD,PAID,27588.0,819.0,20:20:03,TX-8EDJM7W4HXIO
7000000163,584,1980,1,-1,CARD,PAID,27036.0,298.0,10:30:38,TX-FA2N1L9GFVND
7000000164,436,4079,1,-1,CARD,PAID,77130.0,660.0,22:18:41,TX-YH73YULSS506
7000000165,293,3891,1,-1,GATEWAY,PAID,29959.2,846.0,06:06:56,TX-RBYQGYIW59OD
7000000166,1065,-1,1,-1,GATEWAY,PAID,53744.25,816.0,19:39:32,TX-D8WL2IKBUTZI
7000000167,1234,2641,1,-1,CARD,FAILED,58172.85,,00:00:00,
7000000168,400,3129,1,-1,CARD,FAILED,50205.0,,00:00:00,
7000000169,251,-1,1,-1,GATEWAY,PAID,14268.0,431.0,09:03:47,TX-XQWOUYAADU90
7000000170,764,-1,2,4,TRANSFER,PAID,36300.0,329.0,16:07:40,TX-6YQEF864BWX0
7000000171,1490,3729,1,-1,CARD,PENDING,15429.6,,00:00:00,
7000000172,181,1603,1,-1,GATEWAY,PAID,28488.0,368.0,22:39:45,TX-0DQD29Q3T08A
7000000173,693,2845,1,-1,CARD,PAID,39315.0,775.0,11:40:09,TX-ALLSSFK7QIRJ
7000000174,672,3471,2,2,TRANSFER,PAID,14229.6,492.0,09:13:23,TX-7EGA4TIAD1CG
7000000175,786,2695,1,-1,GATEWAY,PAID,15420.0,394.0,06:23:40,TX-4RCDBOT74U6U
7000000176,1347,2256,2,2,CASH,PAID,17968.5,664.0,12:13:53,TX-RZQOC4EU0DBF
7000000177,628,-1,1,-1,CARD,PAID,16718.25,570.0,18:44:13,TX-8KSFQE50C7WX
7000000178,1485,4032,2,2,CARD,PAID,16335.0,730.0,14:20:13,TX-UOPZ2LNTJYIU
7000000179,805,2862,1,-1,GATEWAY,PAID,88746.0,831.0,13:58:40,TX-3467WCDPI2EY
7000000180,445,3681,1,-1,GATEWAY,PAID,31692.0,383.0,10:44:42,TX-JKFCQJUKURK1
7000000181,560,3245,1,-1,CARD,PAID,29359.2,558.0,23:15:20,TX-XWTR1UEIAQ3J
7000000182,403,2521,1,-1,GATEWAY,PAID,31546.8,494.0,23:03:06,TX-7L09W7WAP0O0
7000000183,693,2834,2,1,TRANSFER,PAID,32670.0,542.0,08:02:26,TX-A0GOAJB6RU3T
7000000184,274,3609,2,2,CASH,PAID,16335.0,739.0,17:25:54,TX-W1W31Q5F7XKK
7000000185,804,1596,1,-1,CARD,PAID,73611.24,442.0,09:03:50,TX-QLQP66ZVGIMR
7000000186,1495,3581,1,-1,GATEWAY,PAID,14694.0,453.0,11:31:33,TX-T1WW8PAWHLQ7
7000000187,48,2998,2,1,CARD,REFUNDED,39204.0,651.0,02:45:02,TX-LNM2XQQ0VBQ6
7000000188,661,3865,2,3,CARD,PAID,32670.0,843.0,12:59:12,TX-CGL3TKQVXCRL
7000000189,984,4016,1,-1,GATEWAY,PAID,45723.24,365.0,16:34:34,TX-RYV7WF3XMBAU
7000000190,1384,2807,1,-1,CARD,PAID,14229.6,398.0,14:15:54,TX-ACMA2H5CSRRQ
7000000191,788,2175,1,-1,CARD,FAILED,106896.24,,00:00:00,
7000000192,456,2129,2,2,CASH,PAID,14520.0,310.0,22:48:50,TX-R97RQQIO1QLM
7000000193,427,-1,1,-1,CARD,PAID,40404.0,286.0,11:24:55,TX-FWUNIBW1GIX5
7000000194,866,1909,1,-1,GATEWAY,PAID,54450.0,864.0,03:18:48,TX-UI9XQ56QBUBU
7000000195,371,1348,1,-1,CARD,PAID,56666.4,666.0,17:52:06,TX-L3XKKJLIVBCN
7000000196,1000,2477,1,-1,GATEWAY,PAID,37500.0,835.0,05:25:58,TX-R18606ZCYXQ6
7000000197,1404,3532,1,-1,GATEWAY,PAID,14268.0,341.0,02:49:19,TX-511R6MDMB6O7
7000000198,1159,-1,1,-1,CARD,PAID,36183.6,274.0,22:21:07,TX-HVOGE67SNVCE
7000000199,1040,-1,1,-1,GATEWAY,PAID,59280.0,685.0,13:29:11,TX-GMUCJI7EKVZA
7000000200,464,3883,1,-1,GATEWAY,PAID,27036.0,511.0,06:00:56,TX-FVLC254ZH0QA
7000000201,166,2627,1,-1,GATEWAY,REFUNDED,50749.5,562.0,06:49:12,TX-UHXXCDXF1Q2B
7000000202,1056,2258,2,3,CARD,PAID,43560.0,694.0,04:10:42,TX-9BINMYXDHZ0E
7000000203,925,3295,2,3,CARD,PAID,39204.0,563.0,07:47:20,TX-QCZ1LK4KTCM2
7000000204,488,1674,1,-1,GATEWAY,FAILED,50205.0,,00:00:00,
7000000205,903,1455,1,-1,CARD,PAID,17787.0,515.0,21:39:53,TX-ZU368UUJ2G43
7000000206,70,2444,1,-1,CARD,PAID,29659.2,815.0,05:57:55,TX-811NAE2DWBNU
7000000207,1459,-1,1,-1,GATEWAY,PAID,15841.08,735.0,17:30:13,TX-FAXI1S9NPAXU
7000000208,500,2834,2,2,CASH,PAID,53905.5,710.0,19:08:06,TX-XR8ZBM8PE4L9
7000000209,361,1366,1,-1,CARD,PAID,31692.0,700.0,18:36:42,TX-ADKEL21AA6Y8
7000000210,476,1679,1,-1,CARD,PAID,17835.0,686.0,20:20:10,TX-FHAK7TJ2GWD8
7000000211,1400,2776,2,1,CASH,REFUNDED,80803.8,807.0,21:54:49,TX-4S764623AHW9
7000000212,945,1102,1,-1,CARD,PAID,15129.6,656.0,16:52:44,TX-W53ZG1IGAE7U
7000000213,1443,2386,1,-1,GATEWAY,PAID,20557.5,349.0,11:19:09,TX-LPBS1GYAPNRR
7000000214,1430,3110,1,-1,GATEWAY,PAID,28342.8,444.0,18:42:13,TX-T9LZX8UBES81
7000000215,1330,1609,1,-1,CARD,PAID,62628.15,272.0,10:10:09,TX-L8B7K0MHIHTF
7000000216,274,4101,1,-1,GATEWAY,PAID,19866.75,738.0,14:35:04,TX-1ZY6N78JP289
7000000217,1251,1451,2,2,CARD,PAID,72554.62,338.0,13:08:16,TX-GIU5DSJNCTFT
7000000218,176,1295,1,-1,CARD,PAID,39750.6,429.0,01:57:47,TX-U18MD3SZXDF0
7000000219,42,2201,2,2,CASH,PAID,54450.0,404.0,22:28:12,TX-4KBQ08F1IH6L
7000000220,582,2135,1,-1,CARD,PAID,14694.0,870.0,07:23:58,TX-IDZYNING1FJ4
7000000221,4,1069,2,1,CARD,PAID,28459.2,733.0,15:54:39,TX-GOAPADJXH3W6
7000000222,569,3282,2,2,CARD,PAID,26136.0,484.0,18:00:53,TX-4FCM56J61UM0
7000000223,157,1704,2,1,CASH,PAID,27442.8,599.0,04:04:43,TX-9W04PDTIIHE1
7000000224,649,1226,1,-1,CARD,PAID,50205.0,688.0,13:07:04,TX-SYTMXBV9MDPO
7000000225,1230,1051,1,-1,CARD,PAID,41164.2,825.0,12:56:58,TX-32II8K179YIX
7000000226,197,4111,1,-1,CARD,PAID,36483.6,440.0,06:12:34,TX-7SRDV4EEHRDW
7000000227,731,2936,1,-1,GATEWAY,PAID,43888.8,442.0,00:54:57,TX-O8PHNCK5QDAD
7000000228,506,3897,1,-1,CARD,PAID,43588.8,695.0,04:05:29,TX-KUBXDHQCLJXC
7000000229,751,4012,2,2,CARD,FAILED,16335.0,,00:00:00,
7000000230,485,1197,1,-1,GATEWAY,PAID,40104.0,605.0,13:56:27,TX-YX4B18B9QCL3
7000000231,823,3283,1,-1,GATEWAY,PAID,58072.5,402.0,09:32:56,TX-PX6B4626S2QQ
7000000232,680,3902,1,-1,GATEWAY,PAID,45892.56,659.0,13:34:52,TX-FRUXTNXJ8UWO
7000000233,417,1527,1,-1,CARD,PAID,19050.0,567.0,07:54:06,TX-Z4JKA0J2NBI5
7000000234,677,2681,1,-1,CARD,PAID,29659.2,756.0,23:24:47,TX-E47RHOW59Q7S
7000000235,1327,3407,2,2,CASH,FAILED,26136.0,,00:00:00,
7000000236,593,-1,2,1,CASH,PAID,29040.0,612.0,23:17:21,TX-QF1ADFQ90QPH
7000000237,606,2044,2,1,CASH,PAID,43560.0,562.0,18:03:35,TX-WRZQE54PFMIC
7000000238,137,3135,2,2,CASH,PAID,25613.28,689.0,18:27:32,TX-9S9BHWO6L2MX
7000000239,487,2294,1,-1,GATEWAY,PAID,63408.6,292.0,18:28:37,TX-XL0GF8E59JMZ
7000000240,909,1175,1,-1,CARD,REFUNDED,48090.0,536.0,16:29:14,TX-9A8F8BOR2KEG
7000000241,179,3958,2,1,CASH,PAID,71874.0,526.0,09:32:46,TX-QH1J5TAC9PFH
7000000242,183,2607,1,-1,GATEWAY,FAILED,46023.24,,00:00:00,
7000000243,536,3918,1,-1,CARD,PAID,19965.0,767.0,18:40:04,TX-CUJ1U5XI18T1
7000000244,1341,-1,2,1,CARD,PAID,24829.2,498.0,22:03:43,TX-9T0Z6M9ZMXZX
7000000245,378,-1,2,1,CASH,REFUNDED,48823.5,735.0,14:51:09,TX-6831FEZ0MSG1
7000000246,548,1472,1,-1,GATEWAY,FAILED,74596.5,,00:00:00,
7000000247,757,1112,1,-1,GATEWAY,PAID,19576.35,577.0,15:46:27,TX-HKUMCISYOXOM
7000000248,522,3135,2,4,TRANSFER,PAID,13068.0,542.0,10:08:17,TX-RLOSALSUL8SN
7000000249,1384,1286,2,3,CASH,PAID,47916.0,352.0,09:55:19,TX-NWGXV38PFITC
7000000250,473,2990,1,-1,CARD,PAID,52955.25,508.0,10:33:48,TX-32B62346A4RY
7000000251,1316,2071,2,3,CASH,PAID,41382.0,317.0,23:55:16,TX-PXPQUBPX8JRW
7000000252,1356,2670,2,1,CASH,PAID,53361.0,302.0,20:29:06,TX-2XQZ21XG77FL
7000000253,266,1593,1,-1,GATEWAY,REFUNDED,56018.16,722.0,05:25:30,TX-SMD7KL9INTUO
7000000254,1359,2806,2,2,TRANSFER,PAID,25613.28,528.0,13:27:13,TX-YGMEXF9LO4ZZ
7000000255,843,2964,1,-1,GATEWAY,PAID,18687.0,467.0,07:28:16,TX-5LZ2L2E9EU0G
7000000256,599,1079,1,-1,GATEWAY,PAID,29659.2,515.0,23:52:27,TX-ATXAB0G3YVOL
7000000257,1048,1719,2,1,CARD,PAID,70059.0,758.0,04:07:49,TX-5ZVOMXW3HB9E
7000000258,319,2476,1,-1,CARD,PAID,35385.0,604.0,09:32:30,TX-YRH62E21TRBX
7000000259,846,1657,1,-1,GATEWAY,REFUNDED,32805.12,856.0,02:28:53,TX-3JF46DE7KIOS
7000000260,1491,4124,1,-1,CARD,PAID,41130.0,588.0,05:31:19,TX-XKQN8OY7GNJZ
7000000261,79,2302,1,-1,CARD,PAID,29040.0,833.0,13:42:26,TX-2BYNCS5834BK
7000000262,748,1858,1,-1,CARD,PAID,43588.8,565.0,18:38:35,TX-KVZBDGVVVVDK
